date,store_id,product_id,units_sold,net_sales,transaction_count,load_timestamp
2025-01-04,9,6,5,13065,1,2026-02-05 15:00:52.408904
2025-01-04,9,7,10,21080,3,2026-02-05 15:00:52.408904
2025-01-04,9,8,7,5964,3,2026-02-05 15:00:52.409902
2025-01-04,9,9,2,8030,1,2026-02-05 15:00:52.409902
2025-01-04,9,10,5,3355,2,2026-02-05 15:00:52.409902
2025-01-04,9,11,5,16185,2,2026-02-05 15:00:52.410929
2025-01-04,9,12,8,18528,4,2026-02-05 15:00:52.410929
2025-01-04,9,13,3,12426,1,2026-02-05 15:00:52.411903
2025-01-04,9,14,6,2388,6,2026-02-05 15:00:52.412935
2025-01-04,9,15,2,9594,1,2026-02-05 15:00:52.412935
2025-01-04,9,16,8,6048,2,2026-02-05 15:00:52.412935
2025-01-04,9,17,4,4772,2,2026-02-05 15:00:52.413929
2025-01-04,9,18,2,100,1,2026-02-05 15:00:52.413929
2025-01-04,9,19,3,6552,3,2026-02-05 15:00:52.413929
2025-01-04,9,20,5,11760,5,2026-02-05 15:00:52.413929
2025-01-04,9,21,5,7430,1,2026-02-05 15:00:52.415414
2025-01-04,9,22,5,895,1,2026-02-05 15:00:52.415414
2025-01-04,9,23,8,21992,2,2026-02-05 15:00:52.416596
2025-01-04,9,24,5,24710,1,2026-02-05 15:00:52.416596
2025-01-04,9,25,5,5345,1,2026-02-05 15:00:52.416596
2025-01-04,9,26,0,0,0,2026-02-05 15:00:52.417604
2025-01-04,9,27,8,2880,8,2026-02-05 15:00:52.417604
2025-01-04,9,28,6,23088,2,2026-02-05 15:00:52.418599
2025-01-04,9,29,2,5848,2,2026-02-05 15:00:52.418599
2025-01-04,9,30,7,4963,7,2026-02-05 15:00:52.418599
2025-01-04,9,31,6,14280,6,2026-02-05 15:00:52.419746
2025-01-04,9,32,6,10158,3,2026-02-05 15:00:52.419746
2025-01-04,9,33,4,9136,1,2026-02-05 15:00:52.420768
2025-01-04,9,34,7,17038,2,2026-02-05 15:00:52.420768
2025-01-04,9,35,2,2486,1,2026-02-05 15:00:52.421801
2025-01-04,9,36,3,13704,1,2026-02-05 15:00:52.421801
2025-01-04,9,37,9,15966,4,2026-02-05 15:00:52.421801
2025-01-04,9,38,10,25780,5,2026-02-05 15:00:52.422776
2025-01-04,9,39,4,2528,4,2026-02-05 15:00:52.422776
2025-01-04,9,40,8,16568,2,2026-02-05 15:00:52.423793
2025-01-04,9,41,6,15114,2,2026-02-05 15:00:52.423793
2025-01-04,9,42,6,20280,6,2026-02-05 15:00:52.423793
2025-01-04,9,43,1,3457,1,2026-02-05 15:00:52.424777
2025-01-04,9,44,3,6426,1,2026-02-05 15:00:52.424777
2025-01-04,9,45,6,4050,3,2026-02-05 15:00:52.425776
2025-01-04,9,46,4,16540,1,2026-02-05 15:00:52.425776
2025-01-04,9,47,4,9476,1,2026-02-05 15:00:52.425776
2025-01-04,9,48,6,3390,6,2026-02-05 15:00:52.426775
2025-01-04,9,49,4,17712,1,2026-02-05 15:00:52.426775
2025-01-04,9,50,6,24762,2,2026-02-05 15:00:52.428243
2025-01-04,10,1,4,17520,1,2026-02-05 15:00:52.428243
2025-01-04,10,2,4,18732,4,2026-02-05 15:00:52.429242
2025-01-04,10,3,8,37088,4,2026-02-05 15:00:52.429242
2025-01-04,10,4,7,12733,3,2026-02-05 15:00:52.430242
2025-01-04,10,5,7,14812,2,2026-02-05 15:00:52.430242
2025-01-04,10,6,4,10452,4,2026-02-05 15:00:52.431240
2025-01-04,10,7,2,4216,1,2026-02-05 15:00:52.431240
2025-01-04,10,8,2,1704,2,2026-02-05 15:00:52.432342
2025-01-04,10,9,8,32120,8,2026-02-05 15:00:52.432342
2025-01-04,10,10,7,4697,7,2026-02-05 15:00:52.432342
2025-01-04,10,11,4,12948,1,2026-02-05 15:00:52.432342
2025-01-04,10,12,4,9264,1,2026-02-05 15:00:52.433734
2025-01-04,10,13,4,16568,2,2026-02-05 15:00:52.433734
2025-01-04,10,14,4,1592,4,2026-02-05 15:00:52.434740
2025-01-04,10,15,11,52767,3,2026-02-05 15:00:52.434740
2025-01-04,10,16,6,4536,2,2026-02-05 15:00:52.435740
2025-01-04,10,17,5,5965,2,2026-02-05 15:00:52.435740
2025-01-04,10,18,6,300,2,2026-02-05 15:00:52.436735
2025-01-04,10,19,4,8736,4,2026-02-05 15:00:52.436735
2025-01-04,10,20,4,9408,1,2026-02-05 15:00:52.436735
2025-01-04,10,21,3,4458,3,2026-02-05 15:00:52.437974
2025-01-04,10,22,5,895,2,2026-02-05 15:00:52.437974
2025-01-04,10,23,4,10996,4,2026-02-05 15:00:52.437974
2025-01-04,10,24,4,19768,2,2026-02-05 15:00:52.439375
2025-01-04,10,25,7,7483,2,2026-02-05 15:00:52.439375
2025-01-04,10,26,5,5880,5,2026-02-05 15:00:52.440377
2025-01-04,10,27,7,2520,2,2026-02-05 15:00:52.440377
2025-01-04,10,27,7,2520,3,2026-02-05 15:00:52.440377
2025-01-04,10,28,9,34632,4,2026-02-05 15:00:52.440377
2025-01-04,10,29,6,17544,3,2026-02-05 15:00:52.441781
2025-01-04,10,30,1,709,1,2026-02-05 15:00:52.441781
2025-01-04,10,31,3,7140,1,2026-02-05 15:00:52.442788
2025-01-04,10,32,7,11851,2,2026-02-05 15:00:52.442788
2025-01-04,10,33,4,9136,4,2026-02-05 15:00:52.442788
2025-01-04,10,34,2,4868,1,2026-02-05 15:00:52.443982
2025-01-04,10,35,2,2486,2,2026-02-05 15:00:52.443982
2025-01-04,10,36,8,36544,2,2026-02-05 15:00:52.444976
2025-01-04,10,37,6,10644,3,2026-02-05 15:00:52.444976
2025-01-04,10,38,5,12890,1,2026-02-05 15:00:52.445975
2025-01-04,10,39,2,1264,1,2026-02-05 15:00:52.445975
2025-01-04,10,40,4,8284,1,2026-02-05 15:00:52.446981
2025-01-04,10,41,6,15114,3,2026-02-05 15:00:52.446981
2025-01-04,10,42,1,3380,1,2026-02-05 15:00:52.447979
2025-01-04,10,43,3,10371,1,2026-02-05 15:00:52.447979
2025-01-04,10,44,7,14994,2,2026-02-05 15:00:52.448977
2025-01-04,10,45,0,0,0,2026-02-05 15:00:52.448977
2025-01-04,10,46,11,45485,3,2026-02-05 15:00:52.449976
2025-01-04,10,47,6,14214,6,2026-02-05 15:00:52.449976
2025-01-04,10,48,7,3955,3,2026-02-05 15:00:52.450979
2025-01-04,10,49,9,39852,3,2026-02-05 15:00:52.450979
2025-01-04,10,50,5,20635,1,2026-02-05 15:00:52.452048
2025-01-05,1,1,2,8760,1,2026-02-05 15:00:52.453077
2025-01-05,1,2,5,23415,2,2026-02-05 15:00:52.453077
2025-01-05,1,3,3,13908,1,2026-02-05 15:00:52.453077
2025-01-05,1,4,5,9095,2,2026-02-05 15:00:52.454530
2025-01-05,1,5,2,4232,1,2026-02-05 15:00:52.454530
2025-01-05,1,6,8,20904,4,2026-02-05 15:00:52.455904
2025-01-05,1,7,6,12648,3,2026-02-05 15:00:52.455904
2025-01-05,1,8,4,3408,4,2026-02-05 15:00:52.456933
2025-01-05,1,9,2,8030,2,2026-02-05 15:00:52.456933
2025-01-05,1,10,3,2013,3,2026-02-05 15:00:52.456933
2025-01-05,1,11,6,19422,6,2026-02-05 15:00:52.458128
2025-01-05,1,12,12,27792,4,2026-02-05 15:00:52.459129
2025-01-05,1,13,3,12426,1,2026-02-05 15:00:52.459129
2025-01-05,1,14,5,1990,1,2026-02-05 15:00:52.460155
2025-01-05,1,15,4,19188,2,2026-02-05 15:00:52.460155
2025-01-05,1,16,9,6804,3,2026-02-05 15:00:52.461504
2025-01-05,1,18,3,150,3,2026-02-05 15:00:52.462912
2025-01-05,1,19,5,10920,1,2026-02-05 15:00:52.464028
2025-01-05,1,20,5,11760,5,2026-02-05 15:00:52.465026
2025-01-05,1,21,7,10402,7,2026-02-05 15:00:52.465026
2025-01-05,1,22,5,895,2,2026-02-05 15:00:52.466027
2025-01-05,1,23,2,5498,1,2026-02-05 15:00:52.467026
2025-01-05,1,24,5,24710,1,2026-02-05 15:00:52.467026
2025-01-05,1,25,4,4276,4,2026-02-05 15:00:52.467026
2025-01-05,1,26,5,5880,1,2026-02-05 15:00:52.468437
2025-01-05,1,27,3,1080,3,2026-02-05 15:00:52.468437
2025-01-05,1,28,5,19240,1,2026-02-05 15:00:52.469506
2025-01-05,1,29,5,14620,5,2026-02-05 15:00:52.469506
2025-01-05,1,30,6,4254,2,2026-02-05 15:00:52.469506
2025-01-05,1,31,5,11900,1,2026-02-05 15:00:52.470543
2025-01-05,1,32,5,8465,5,2026-02-05 15:00:52.471541
2025-01-05,1,33,4,9136,2,2026-02-05 15:00:52.471541
2025-01-05,1,34,4,9736,1,2026-02-05 15:00:52.472541
2025-01-05,1,35,7,8701,2,2026-02-05 15:00:52.472541
2025-01-05,1,36,7,31976,3,2026-02-05 15:00:52.472541
2025-01-05,1,37,5,8870,2,2026-02-05 15:00:52.473544
2025-01-05,1,38,1,2578,1,2026-02-05 15:00:52.474815
2025-01-05,1,39,3,1896,1,2026-02-05 15:00:52.474815
2025-01-05,1,40,6,12426,6,2026-02-05 15:00:52.476253
2025-01-05,1,41,0,0,0,2026-02-05 15:00:52.476253
2025-01-05,1,42,7,23660,2,2026-02-05 15:00:52.476253
2025-01-05,1,43,7,24199,3,2026-02-05 15:00:52.477738
2025-01-05,1,44,5,10710,1,2026-02-05 15:00:52.477738
2025-01-05,1,45,3,2025,3,2026-02-05 15:00:52.477738
2025-01-05,1,46,4,16540,2,2026-02-05 15:00:52.478738
2025-01-05,1,47,8,18952,4,2026-02-05 15:00:52.478738
2025-01-05,1,48,3,1695,1,2026-02-05 15:00:52.478738
2025-01-05,1,49,6,26568,6,2026-02-05 15:00:52.480168
2025-01-05,1,50,8,33016,2,2026-02-05 15:00:52.480168
2025-01-05,2,1,0,0,0,2026-02-05 15:00:52.481164
2025-01-05,2,2,2,9366,1,2026-02-05 15:00:52.481164
2025-01-05,2,3,5,23180,2,2026-02-05 15:00:52.481164
2025-01-05,2,4,6,10914,2,2026-02-05 15:00:52.482251
2025-01-05,2,5,4,8464,1,2026-02-05 15:00:52.482251
2025-01-05,2,6,2,5226,2,2026-02-05 15:00:52.483257
2025-01-05,2,7,3,6324,1,2026-02-05 15:00:52.483257
2025-01-05,2,8,9,7668,4,2026-02-05 15:00:52.483257
2025-01-05,2,9,40,160600,40,2026-02-05 15:00:52.484257
2025-01-05,2,10,5,3355,1,2026-02-05 15:00:52.484257
2025-01-05,2,11,4,12948,1,2026-02-05 15:00:52.485257
2025-01-05,2,12,6,13896,6,2026-02-05 15:00:52.485257
2025-01-05,2,13,2,8284,1,2026-02-05 15:00:52.485257
2025-01-05,2,14,7,2786,7,2026-02-05 15:00:52.486701
2025-01-05,2,15,4,19188,2,2026-02-05 15:00:52.487741
2025-01-05,2,16,6,4536,2,2026-02-05 15:00:52.487741
2025-01-05,2,17,1,1193,1,2026-02-05 15:00:52.487741
2025-01-05,2,18,2,100,2,2026-02-05 15:00:52.488708
2025-01-05,2,19,4,8736,2,2026-02-05 15:00:52.489702
2025-01-05,2,20,3,7056,1,2026-02-05 15:00:52.490712
2025-01-05,2,21,2,2972,1,2026-02-05 15:00:52.490712
2025-01-05,2,22,2,358,2,2026-02-05 15:00:52.491700
2025-01-05,2,23,3,8247,1,2026-02-05 15:00:52.491700
2025-01-05,2,24,3,14826,1,2026-02-05 15:00:52.492810
2025-01-05,2,25,6,6414,3,2026-02-05 15:00:52.493821
2025-01-05,2,26,7,8232,7,2026-02-05 15:00:52.493821
2025-01-05,2,27,2,720,1,2026-02-05 15:00:52.494896
2025-01-05,2,28,6,23088,2,2026-02-05 15:00:52.494896
2025-01-05,2,29,9,26316,3,2026-02-05 15:00:52.494896
2025-01-05,2,30,8,5672,2,2026-02-05 15:00:52.494896
2025-01-05,2,31,7,16660,3,2026-02-05 15:00:52.496248
2025-01-05,2,32,5,8465,5,2026-02-05 15:00:52.496248
2025-01-05,2,33,4,9136,4,2026-02-05 15:00:52.496248
2025-01-05,2,34,5,12170,1,2026-02-05 15:00:52.497633
2025-01-05,2,35,2,2486,1,2026-02-05 15:00:52.497633
2025-01-05,2,36,5,22840,2,2026-02-05 15:00:52.498630
2025-01-05,2,37,5,8870,1,2026-02-05 15:00:52.498630
2025-01-05,2,38,4,10312,2,2026-02-05 15:00:52.498630
2025-01-05,2,39,6,3792,3,2026-02-05 15:00:52.499650
2025-01-05,2,40,5,10355,2,2026-02-05 15:00:52.499650
2025-01-05,2,41,8,20152,2,2026-02-05 15:00:52.499650
2025-01-05,2,42,6,20280,2,2026-02-05 15:00:52.501150
2025-01-05,2,43,3,10371,1,2026-02-05 15:00:52.501150
2025-01-05,2,44,4,8568,1,2026-02-05 15:00:52.501150
2025-01-05,2,45,1,675,1,2026-02-05 15:00:52.502151
2025-01-05,2,46,4,16540,1,2026-02-05 15:00:52.502151
2025-01-05,2,47,1,2369,1,2026-02-05 15:00:52.503152
2025-01-05,2,48,2,1130,2,2026-02-05 15:00:52.503152
2025-01-05,2,49,7,30996,2,2026-02-05 15:00:52.504157
2025-01-05,2,50,1,4127,1,2026-02-05 15:00:52.504157
2025-01-05,3,1,4,17520,2,2026-02-05 15:00:52.505298
2025-01-05,3,2,4,18732,2,2026-02-05 15:00:52.505298
2025-01-05,3,3,10,46360,10,2026-02-05 15:00:52.506500
2025-01-05,3,4,4,7276,4,2026-02-05 15:00:52.506500
2025-01-05,3,5,0,0,0,2026-02-05 15:00:52.507584
2025-01-05,3,6,6,15678,6,2026-02-05 15:00:52.507584
2025-01-05,3,7,4,8432,1,2026-02-05 15:00:52.507584
2025-01-05,3,8,3,2556,3,2026-02-05 15:00:52.508737
2025-01-05,3,9,10,40150,3,2026-02-05 15:00:52.508737
2025-01-05,3,10,1,671,1,2026-02-05 15:00:52.509771
2025-01-05,3,11,5,16185,5,2026-02-05 15:00:52.509771
2025-01-05,3,12,7,16212,7,2026-02-05 15:00:52.509771
2025-01-05,3,13,6,24852,6,2026-02-05 15:00:52.509771
2025-01-05,3,14,5,1990,5,2026-02-05 15:00:52.511260
2025-01-05,3,15,4,19188,1,2026-02-05 15:00:52.511260
2025-01-05,3,16,0,0,0,2026-02-05 15:00:52.511260
2025-01-05,3,17,5,5965,5,2026-02-05 15:00:52.512546
2025-01-05,3,18,5,250,1,2026-02-05 15:00:52.512546
2025-01-05,3,19,4,8736,4,2026-02-05 15:00:52.512546
2025-01-05,3,20,2,4704,1,2026-02-05 15:00:52.513947
2025-01-05,3,21,6,8916,6,2026-02-05 15:00:52.513947
2025-01-05,3,22,5,895,5,2026-02-05 15:00:52.515037
2025-01-05,3,23,3,8247,1,2026-02-05 15:00:52.515037
2025-01-05,3,24,10,49420,3,2026-02-05 15:00:52.516023
2025-01-05,3,25,2,2138,1,2026-02-05 15:00:52.516023
2025-01-05,3,26,5,5880,2,2026-02-05 15:00:52.517018
2025-01-05,3,27,7,2520,3,2026-02-05 15:00:52.517018
2025-01-05,3,28,7,26936,7,2026-02-05 15:00:52.517018
2025-01-05,3,29,2,5848,1,2026-02-05 15:00:52.517018
2025-01-05,3,30,5,3545,5,2026-02-05 15:00:52.518348
2025-01-05,3,31,5,11900,2,2026-02-05 15:00:52.518348
2025-01-05,3,32,6,10158,3,2026-02-05 15:00:52.519413
2025-01-05,3,33,3,6852,3,2026-02-05 15:00:52.519413
2025-01-05,3,34,6,14604,3,2026-02-05 15:00:52.520848
2025-01-05,3,35,4,4972,1,2026-02-05 15:00:52.520848
2025-01-05,3,36,6,27408,6,2026-02-05 15:00:52.520848
2025-01-05,3,37,5,8870,5,2026-02-05 15:00:52.522240
2025-01-05,3,38,6,15468,6,2026-02-05 15:00:52.522750
2025-01-05,3,39,2,1264,1,2026-02-05 15:00:52.522750
2025-01-05,3,40,2,4142,2,2026-02-05 15:00:52.523771
2025-01-05,3,41,6,15114,6,2026-02-05 15:00:52.523771
2025-01-05,3,42,3,10140,1,2026-02-05 15:00:52.524786
2025-01-05,3,43,5,17285,1,2026-02-05 15:00:52.524786
2025-01-05,3,44,8,17136,8,2026-02-05 15:00:52.525769
2025-01-05,3,45,24,16200,8,2026-02-05 15:00:52.525769
2025-01-05,3,46,4,16540,4,2026-02-05 15:00:52.525769
2025-01-05,3,47,5,11845,5,2026-02-05 15:00:52.526764
2025-01-05,3,48,5,2825,5,2026-02-05 15:00:52.526764
2025-01-05,3,49,4,17712,2,2026-02-05 15:00:52.526764
2025-01-05,3,50,5,20635,1,2026-02-05 15:00:52.527780
2025-01-05,4,1,5,21900,1,2026-02-05 15:00:52.527780
2025-01-05,4,2,8,37464,8,2026-02-05 15:00:52.528763
2025-01-05,4,3,4,18544,4,2026-02-05 15:00:52.528763
2025-01-05,4,4,9,16371,4,2026-02-05 15:00:52.528763
2025-01-05,4,5,5,10580,1,2026-02-05 15:00:52.529990
2025-01-05,4,6,2,5226,1,2026-02-05 15:00:52.529990
2025-01-05,4,7,5,10540,2,2026-02-05 15:00:52.530992
2025-01-05,4,8,6,5112,6,2026-02-05 15:00:52.530992
2025-01-05,4,9,7,28105,7,2026-02-05 15:00:52.531990
2025-01-05,4,10,7,4697,2,2026-02-05 15:00:52.531990
2025-01-05,4,11,2,6474,1,2026-02-05 15:00:52.531990
2025-01-05,4,12,6,13896,6,2026-02-05 15:00:52.533454
2025-01-05,4,13,6,24852,2,2026-02-05 15:00:52.533454
2025-01-05,4,14,3,1194,1,2026-02-05 15:00:52.533454
2025-01-05,4,15,4,19188,4,2026-02-05 15:00:52.534454
2025-01-05,4,16,8,6048,8,2026-02-05 15:00:52.534454
2025-01-05,4,17,2,2386,2,2026-02-05 15:00:52.535460
2025-01-05,4,18,3,150,1,2026-02-05 15:00:52.535460
2025-01-05,4,19,5,10920,2,2026-02-05 15:00:52.535460
2025-01-05,4,20,4,9408,2,2026-02-05 15:00:52.536926
2025-01-05,4,21,7,10402,2,2026-02-05 15:00:52.536926
2025-01-05,4,22,3,537,1,2026-02-05 15:00:52.537931
2025-01-05,4,23,7,19243,7,2026-02-05 15:00:52.537931
2025-01-05,4,24,4,19768,2,2026-02-05 15:00:52.538942
2025-01-05,4,25,2,2138,1,2026-02-05 15:00:52.539927
2025-01-05,4,26,4,4704,2,2026-02-05 15:00:52.539927
2025-01-05,4,27,7,2520,7,2026-02-05 15:00:52.539927
2025-01-05,4,28,7,26936,3,2026-02-05 15:00:52.540926
2025-01-05,4,29,4,11696,4,2026-02-05 15:00:52.540926
2025-01-05,4,30,2,1418,2,2026-02-05 15:00:52.541923
2025-01-05,4,31,8,19040,4,2026-02-05 15:00:52.541923
2025-01-05,4,32,3,5079,1,2026-02-05 15:00:52.541923
2025-01-05,4,33,2,4568,2,2026-02-05 15:00:52.542925
2025-01-05,4,34,4,9736,1,2026-02-05 15:00:52.542925
2025-01-05,4,35,5,6215,1,2026-02-05 15:00:52.542925
2025-01-05,4,36,8,36544,2,2026-02-05 15:00:52.543926
2025-01-05,4,37,9,15966,9,2026-02-05 15:00:52.543926
2025-01-05,4,38,10,25780,3,2026-02-05 15:00:52.544925
2025-01-05,4,39,7,4424,3,2026-02-05 15:00:52.544925
2025-01-05,4,40,6,12426,2,2026-02-05 15:00:52.544925
2025-01-05,4,41,9,22671,4,2026-02-05 15:00:52.545936
2025-01-05,4,42,2,6760,1,2026-02-05 15:00:52.545936
2025-01-05,4,43,3,10371,1,2026-02-05 15:00:52.546926
2025-01-05,4,44,7,14994,3,2026-02-05 15:00:52.546926
2025-01-05,4,45,6,4050,6,2026-02-05 15:00:52.547925
2025-01-05,4,46,4,16540,1,2026-02-05 15:00:52.548927
2025-01-05,4,47,6,14214,2,2026-02-05 15:00:52.548927
2025-01-05,4,48,5,2825,2,2026-02-05 15:00:52.549948
2025-01-05,4,49,5,22140,2,2026-02-05 15:00:52.549948
2025-01-05,4,50,12,49524,6,2026-02-05 15:00:52.550942
2025-01-05,5,1,4,17520,2,2026-02-05 15:00:52.551924
2025-01-05,5,2,5,23415,1,2026-02-05 15:00:52.551924
2025-01-05,5,3,6,27816,2,2026-02-05 15:00:52.552928
2025-01-05,5,3,6,27816,2,2026-02-05 15:00:52.552928
2025-01-05,5,4,7,12733,3,2026-02-05 15:00:52.552928
2025-01-05,5,5,1,2116,1,2026-02-05 15:00:52.552928
2025-01-05,5,6,9,23517,9,2026-02-05 15:00:52.552928
2025-01-05,5,7,9,18972,9,2026-02-05 15:00:52.554411
2025-01-05,5,8,4,3408,2,2026-02-05 15:00:52.554411
2025-01-05,5,9,6,24090,2,2026-02-05 15:00:52.554411
2025-01-05,5,10,0,0,0,2026-02-05 15:00:52.555646
2025-01-05,5,11,9,29133,4,2026-02-05 15:00:52.555646
2025-01-05,5,12,1,2316,1,2026-02-05 15:00:52.556706
2025-01-05,5,13,3,12426,1,2026-02-05 15:00:52.556706
2025-01-05,5,14,2,796,2,2026-02-05 15:00:52.556706
2025-01-05,5,15,1,4797,1,2026-02-05 15:00:52.558209
2025-01-05,5,16,24,18144,12,2026-02-05 15:00:52.558209
2025-01-05,5,17,4,4772,2,2026-02-05 15:00:52.558209
2025-01-05,5,18,4,200,4,2026-02-05 15:00:52.559214
2025-01-05,5,19,4,8736,1,2026-02-05 15:00:52.559214
2025-01-05,5,20,4,9408,4,2026-02-05 15:00:52.559214
2025-01-05,5,21,6,8916,3,2026-02-05 15:00:52.560211
2025-01-05,5,22,4,716,2,2026-02-05 15:00:52.560211
2025-01-05,5,23,1,2749,1,2026-02-05 15:00:52.561211
2025-01-05,5,24,6,29652,6,2026-02-05 15:00:52.562213
2025-01-05,5,25,6,6414,6,2026-02-05 15:00:52.562213
2025-01-05,5,26,6,7056,2,2026-02-05 15:00:52.562213
2025-01-05,5,27,7,2520,3,2026-02-05 15:00:52.563213
2025-01-05,5,28,2,7696,1,2026-02-05 15:00:52.563213
2025-01-05,5,29,5,14620,1,2026-02-05 15:00:52.564208
2025-01-05,5,30,7,4963,2,2026-02-05 15:00:52.564208
2025-01-05,5,31,5,11900,5,2026-02-05 15:00:52.565235
2025-01-05,5,32,6,10158,2,2026-02-05 15:00:52.565235
2025-01-05,5,33,4,9136,1,2026-02-05 15:00:52.566334
2025-01-05,5,34,6,14604,2,2026-02-05 15:00:52.566334
2025-01-05,5,35,2,2486,1,2026-02-05 15:00:52.566334
2025-01-05,5,36,4,18272,4,2026-02-05 15:00:52.567628
2025-01-05,5,37,3,5322,1,2026-02-05 15:00:52.567628
2025-01-05,5,38,7,18046,3,2026-02-05 15:00:52.568853
2025-01-05,5,39,4,2528,2,2026-02-05 15:00:52.568853
2025-01-05,5,40,3,6213,1,2026-02-05 15:00:52.569913
2025-01-05,5,41,6,15114,3,2026-02-05 15:00:52.569913
2025-01-05,5,42,4,13520,2,2026-02-05 15:00:52.570912
2025-01-05,5,43,7,24199,2,2026-02-05 15:00:52.570912
2025-01-05,5,44,7,14994,7,2026-02-05 15:00:52.570912
2025-01-05,5,45,11,7425,11,2026-02-05 15:00:52.572165
2025-01-05,5,46,2,8270,2,2026-02-05 15:00:52.572165
2025-01-05,5,47,11,26059,5,2026-02-05 15:00:52.573171
2025-01-05,5,48,3,1695,1,2026-02-05 15:00:52.573171
2025-01-05,5,49,5,22140,2,2026-02-05 15:00:52.573171
2025-01-05,5,50,6,24762,2,2026-02-05 15:00:52.574164
2025-01-05,6,1,12,52560,6,2026-02-05 15:00:52.574164
2025-01-05,6,2,2,9366,2,2026-02-05 15:00:52.575161
2025-01-05,6,3,4,18544,4,2026-02-05 15:00:52.575161
2025-01-05,6,4,3,5457,3,2026-02-05 15:00:52.576163
2025-01-05,6,5,3,6348,1,2026-02-05 15:00:52.576163
2025-01-05,6,6,6,15678,6,2026-02-05 15:00:52.577163
2025-01-05,6,7,4,8432,4,2026-02-05 15:00:52.577163
2025-01-05,6,8,5,4260,5,2026-02-05 15:00:52.578163
2025-01-05,6,9,4,16060,2,2026-02-05 15:00:52.578163
2025-01-05,6,10,7,4697,2,2026-02-05 15:00:52.579162
2025-01-05,6,11,6,19422,6,2026-02-05 15:00:52.580163
2025-01-05,6,12,6,13896,3,2026-02-05 15:00:52.580163
2025-01-05,6,13,1,4142,1,2026-02-05 15:00:52.581162
2025-01-05,6,14,2,796,2,2026-02-05 15:00:52.581162
2025-01-05,6,15,3,14391,3,2026-02-05 15:00:52.582162
2025-01-05,6,16,1,756,1,2026-02-05 15:00:52.582162
2025-01-05,6,17,4,4772,1,2026-02-05 15:00:52.583161
2025-01-05,6,18,3,150,1,2026-02-05 15:00:52.584272
2025-01-05,6,19,4,8736,1,2026-02-05 15:00:52.584272
2025-01-05,6,20,1,2352,1,2026-02-05 15:00:52.585563
2025-01-05,6,21,6,8916,6,2026-02-05 15:00:52.585563
2025-01-05,6,22,6,1074,6,2026-02-05 15:00:52.585563
2025-01-05,6,23,3,8247,3,2026-02-05 15:00:52.586562
2025-01-05,6,24,8,39536,4,2026-02-05 15:00:52.586562
2025-01-05,6,25,7,7483,7,2026-02-05 15:00:52.587554
2025-01-05,6,26,4,4704,1,2026-02-05 15:00:52.588558
2025-01-05,6,27,5,1800,1,2026-02-05 15:00:52.588558
2025-01-05,6,28,5,19240,1,2026-02-05 15:00:52.589555
2025-01-05,6,29,8,23392,2,2026-02-05 15:00:52.589555
2025-01-05,6,30,6,4254,3,2026-02-05 15:00:52.590557
2025-01-05,6,31,4,9520,2,2026-02-05 15:00:52.590557
2025-01-05,6,32,4,6772,2,2026-02-05 15:00:52.591555
2025-01-05,6,33,5,11420,1,2026-02-05 15:00:52.591555
2025-01-05,6,34,3,7302,1,2026-02-05 15:00:52.592555
2025-01-05,6,35,3,3729,1,2026-02-05 15:00:52.592555
2025-01-05,6,36,6,27408,2,2026-02-05 15:00:52.592555
2025-01-05,6,37,7,12418,2,2026-02-05 15:00:52.593555
2025-01-05,6,38,8,20624,4,2026-02-05 15:00:52.594555
2025-01-05,6,39,7,4424,3,2026-02-05 15:00:52.594555
2025-01-05,6,40,7,14497,2,2026-02-05 15:00:52.595556
2025-01-05,6,41,8,20152,4,2026-02-05 15:00:52.595556
2025-01-05,6,42,4,13520,2,2026-02-05 15:00:52.596555
2025-01-05,6,43,8,27656,2,2026-02-05 15:00:52.596555
2025-01-05,6,44,6,12852,2,2026-02-05 15:00:52.597555
2025-01-05,6,45,4,2700,1,2026-02-05 15:00:52.598556
2025-01-05,6,46,6,24810,2,2026-02-05 15:00:52.598556
2025-01-05,6,47,6,14214,6,2026-02-05 15:00:52.599555
2025-01-05,6,48,5,2825,5,2026-02-05 15:00:52.599555
2025-01-05,6,49,2,8856,1,2026-02-05 15:00:52.600556
2025-01-05,6,50,63,260001,21,2026-02-05 15:00:52.600556
2025-01-05,7,1,63,275940,31,2026-02-05 15:00:52.601556
2025-01-05,7,2,7,32781,3,2026-02-05 15:00:52.602556
2025-01-05,7,3,8,37088,2,2026-02-05 15:00:52.602556
2025-01-05,7,4,2,3638,1,2026-02-05 15:00:52.603558
2025-01-05,7,5,8,16928,8,2026-02-05 15:00:52.603558
2025-01-05,7,6,4,10452,4,2026-02-05 15:00:52.604556
2025-01-05,7,7,4,8432,2,2026-02-05 15:00:52.604556
2025-01-05,7,8,8,6816,4,2026-02-05 15:00:52.605556
2025-01-05,7,9,4,16060,4,2026-02-05 15:00:52.605556
2025-01-05,7,10,4,2684,4,2026-02-05 15:00:52.606579
2025-01-05,7,11,7,22659,3,2026-02-05 15:00:52.606579
2025-01-05,7,12,7,16212,7,2026-02-05 15:00:52.606579
2025-01-05,7,13,3,12426,1,2026-02-05 15:00:52.607555
2025-01-05,7,14,2,796,1,2026-02-05 15:00:52.608555
2025-01-05,7,15,7,33579,2,2026-02-05 15:00:52.608555
